Id-Doc,ArabicTitle,EnglishTitle
D551, تأثير تباين اللزوجة على درجة الحرارة على أداء المبادلات الحرارية ,the effect of temperature dependent viscosity variation on the performance of heat exchangers
D552, تأثير الإشعاع السطحي على التدفقات الداخلية في ظروف غير متساوية الحرارة ,effect of surface radiation on internal flows with non isothermal boundary conditions
D553, تأثير المعلمات الحرارية الهيدروليكية على كاكوز التحجيم في المبادلات الحرارية ,effect of thermal-hydraulic param eters on cacoz scaling in heat exchangers.
D554, تاثير فرق عمل المشاريع على أداء مشاريع انشاء المباني في السعودية   مشاريع بناء ,effectiveness of project teams and their impacts on the performance of saudi construction projects
D555, سياسة إدارة المعدات من البناء الرئيسي و المقاولون في المقاطعة الشرقية من المملكة   العربية السعودية ,equipment management policy of major construction contractors in eastern province of saudi arabia
D556, تأثير الخواص الحامضية والقاعدية للمدعم على الهدرجة الحفزية للاستيلين على سطح   جزيئات ,effects of acido-basic support properties on the catalytic hydrogenation of acetylene on gold nanoparticles
D557, تأثير حجم خلية الوحدة على نشاط وانتقائية محفزات fcc ,the effect of unit cell size on the activity and selectivity of fcc catalysts
D558, تأثير كتلة الجاذبية على الإشعاع الكهرومغناطيسي من ثنائي أقطاب مائل يدور نسبيًا ,"the effect o f the gravitational mass on the electromagnetic radiation from an oblique, relativistically rotating dipole"
D559, آثار أنواع مختلفة من السطحي فونكتيوناليزد على سطح أنابيب الكربون النانوية على   الخصائص الميكانيكية والحرارية من المطاط الطبيعي ,effects of different types of surfactants functionalized on the surface of carbon nanotubes on the mechanical and thermal properties of natural rubber/cnt nano composite
D560, تأثير التنويع والتشفير والتعديل على أداء أنظمة الاتصالات ,"the effect of diversification, coding and modification on the performance of telecommunication systems"
D561, آثار التصميم والبناء الخاطئين على صيانة المباني ,the effects of faulty design and construction on building maintenance
D562, آثار مزج mtbe أو الميثانول أو الإيثانول مع البنزين على الأداء وانبعاثات العادم من   المحركات الصغيرة ,"effects of blending mtbe, methanol, or ethanol with gasoline on performance and exhaust emissions of SI engines"
D563, تأثير جودة الركام على تآكل حديد التسليح ,effect of aggregate quality on reinforcement corrosion
D564, آثار كبريتيد الهيدروجين والأمونيا والماء على الهدرجة التحفيزية للبروبيل بنزين ,"effects of hydrogen sulfide , ammonia and water on catalytic hydrogenation of propylbenzene"
D565, تأثير المنسوجات الأرضية على قدرة حمل الأرصفة على السبخة ,effects of geotextiles on the load-carrying capacity of pavements on sabkha
D566, تأثير تصورات الوضع على المدن و اختيار السلوك في المملكة العربية السعودية ,the effect of mode perceptions on intercity mode-choice behavior in saudi arabia
D567, تأثيرات الأنابيب النانوية الكربونية الوظيفية مع المواد الخافضة للتوتر السطحي على   الخواص الميكانيكية والحرارية لمركبات البولي إيثيلين عالية الكثافة (HDPE) النانوية ,effects of functionalized carbon nanotubes with surfactants on the mechanical and thermal properties of high density polyethylene (hdpe) nanocomposites
D568, تأثير التعديل السطحي للأنابيب النانوية الكربونية (CNT) على الخواص الميكانيكية   والحرارية لمركبات البولي بروبيلين / CNT النانوية ,Effect of Surface Modification of Carbon Nanotubes (CNT) on the Mechanical and Thermal Properties of Polypropylene/CNT Nanocomposites
D569, تأثير معاملات البئر والمكمن على أداء الآبار الأفقية والعمودية في خزانات الغاز   الجاف الحجمية ,the effects of well and reservoir parameters on the performance of horizontal and vertical wells in volumetric dry gas reservoirs
D570, تأثير معاملات البئر والمكمن على أداء الآبار الأفقية والرأسية في مكمن مكثف الغاز ,the effects of well and reservoir parameters on horizontal and vertical wells performance in gas condensate reservoir
D571, فعالية نماذج التأهيل المسبق للمقاول ,efficacy of contractor prequalification models
D572, تقنية استرخاء فعالة لنمط الاختبار للدارات المتسلسلة المتزامنة ,an efficient test-pattern relaxation technique for synchronous sequential circuits
D573, كفاءة اختبار تقنيات الاسترخاء للدوائر المشتركة ,efficient test relaxation techniques for combinational circuits
D574, خوارزميات ضغط اختبار ثابتة فعالة للدوائر التوافقية على أساس استرخاء الاختبار ,efficient static test compaction algorithms for combinational circuits based on test relaxation
D575, تقنية ضغط عرض اختبار فعالة تعتمد على الاسترخاء لاختبار سلسلة الفحص المتعددة ,an efficient relaxation-based test width compression technique for multiple scan chain testing
D576, طريقة تصميم الخط الفعالة ,an efficient font design method
D577, حساب فعال لوظيفة التوزيع لمجموع المتغيرات العشوائية اللوغاريتمية والتطبيق على   شبكة بيانات cdma ,efficient computation of distribution function for sum of lognormal random variables and application to cdma data network
D578, مخطط تغطية فعال لزيادة العمر في شبكات الاستشعار اللاسلكية ,an efficient coverage scheme to maximize life-time in wireless sensor networks
D579, خوارزميات فعالة لاكتشاف الاصطدام وتخطيط المسار لتطبيق الروبوتات ,efficient algorithms for collision detection and path planning for robotics application
D580, التحليل الطيفي للمقاومة الكهروكيميائية باستخدام خوارزميات تفكك الإحصائيات عالية   الترتيب وخوارزميات التصفية التكيفية ,electrochemical impedance spectroscopy using high order statistics deconvolution and adaptive filtering algorithms
D581, الفحص الكهروكيميائي والتحديد التحليلي لمكونات الحمض النووي على أسطح أقطاب   مختلفة من مركب الكربون ,electrochemical investigation and analytical determination of nucleic acid constituents at different carbon composite electrode surfaces
D582, الفحص الكهروكيميائي لمشتقات الفينول والكلوروفينول ,electrochemical investigation of phenol and chlorophenol derivatives
D583, الأكسدة الكهروكيميائية للفينول في محاكاة مياه الصرف الصحي البتروكيماوية   باستخدام أقطاب الماس المشبعة بالبورون: دراسة تأثير وجود - NH4+ cn و -2  s ,"electrochemical oxidation of phenol in simulated petrochemical wastewaters using boron-doped diamond electrodes: investigating effect of nh4 +, cn- and s2-presence"
D584, تخفيض الكهروكيميائي لثاني اكسيد الكربون على اكاسيد القصدير والنيكل ,electrochemical reduction of carbon dioxide on oxides of tin and nickel
D585, تخفيض الكهروكيميائية من ثاني أكسيد الكربون إلى المحروقات ,electrochemical reduction of carbon dioxide to hydrocarbons
D586, إزالة الكهروكيميائية لأول أكسيد الكربون من الهيدروجين باستخدام محفز النيكل ,electrochemical removal of carbon monoxide from hydrogen using nickel catalyst
D587, تصميم مريح لمحطة عمل الحلاق ,ergonomic design of a barber's workstation
D588, تحسين المجال الكهربائي في قواطع الدائرة 6  sf ,electric field optimization in sf6 circuit breakers
D589, تحليل حمل الانهيار المرنة والبلاستيكية للانحناءات المفردة ,elasto-plastic collapse load analysis of single mitred bends
D590, تحليل البلاستيك المرن للإطارات الصناعية شبه الصلبة ,elastic plastic analysis of semi-rigid industrial frames
D591, خوارزميات فعالة للاجابة عن إ ستعلام المسار البسيط و الإستعلام المتفرع في بيانات   XML المخزنة في هيئة ملفات متعددة الابعاد. ,efficient simple path and twig query processing algorithms for xml data organized as multidimensional file
D592, أداء الطاقة والراحة البصرية للنوافذ الذكية في المباني الإدارية في ظل المناخ الحار و   الرطب ,energy and visual comfort performance of smart windows in office buildings in hot humid climate
D593, الطاقة والتحليلات من مصانع تقطير النفط الخام ,energy and exergy analyses of crude oil distillation plants
D594, تحليل الطاقة والوجود لمحطة كهرباء غزلان بالمملكة العربية السعودية ,energy and exergy analysis of ghazlan power plant in saudi arabia
D595, مراقبة الانبعاثات باستخدام الشبكات العصبية الاصطناعية ,emission monitoring using artificial neural networks
D596, احتضان التحولات النموذجية في مواصفات المتطلبات الوظيفية ,embracing model transformations in functional requirements specification
D597, كشف الخطأ في الخوارزمية القائمة على الأنظمة المتسامحة مع الخطأ ,error detection in algorithm based fault tolerant systems
D598, التحليل الأولي للخرسانة باستخدام أشعة جاما (gamma) المنعكسة ,elemental analysis of concrete using reflected prompt gamma-rays
D599, البلمرة الكهربائية للبيرول على الفولاذ الطري للحماية من التآكل ,electropolymerization of pyrrole on mild steel for corrosion protection
D600, تقدير إمكانية التسليم في مكامن الغاز متعددة الطبقات باستخدام الذكاء الاصطناعي ,estimating deliverability in multi-layered gas reservoirs using artificial intelligence
D601, إعادة بناء ستيريو ثلاثي الأبعاد فعال متعدد الرؤية للواقع الافتراضي ,Effective Multi-view Stereo 3-Dimensional Reconstruction for Virtual Reality
D602, انعكاسات الأزمة المالية العالمية لسنة 2008 على الصادارت النفطية للدول العربية ,The repercussions of the 2008 global financial crisis on the oil exports of Arab countries
D603, نهج دلالي للمستندات الرقمية ,a semantic approach for digital documents
D604, مشاكل الأمان في الأنظمة المضمنة ,Security Problems in Embedded Systems
D605, نهج رسمي لتطبيقات الويب 2.0 ,A formal approach for Web 2.0 applications
D606, سياسات الإصلاح الاقتصادي وتحديات المناخ الاستثماري بالدول العربية : دراسـة   حالة الجزائر- مصر- تونس ,"Economic reform policies and the challenges of the investment climate in the Arab countries: a case study of Algeria, Egypt, and Tunisia"
D607, إتفاقية بازل3 لقياس كفاية رأس المال المصرفية وعلاقتها بإدارة مخاطر صيغ التمويل   الإسلامية : دراسة حالة مصرف أبوظبي الإسلامي ,Basel III agreement to measure banking capital adequacy and its relationship to risk management of Islamic financing formulas: A case study of Abu Dhabi Islamic Bank
D608, تحول الصناعة المصرفية الإسلامية نحو الصيرفة الشاملة في ظل التحرير المصرفي   - دراسة مجموعة من البنوك الإسلامية - ,The transformation of the Islamic banking industry towards comprehensive banking under banking liberalization - A study of a group of Islamic banks
D609, مساهمة الهندسة المالية اإلسلامية في تحول البنوك الربوية إلى بنوك إسلامية - دراسة   تجارب بعض الدول- ,The contribution of Islamic financial engineering to the transformation of interest-based banks into Islamic banks -A study of the experiences of some countries -
D610, الخطاب السياسي والمؤسسة الدينية في الجزائر مقاربة سوسيوتاريخية ,Political discourse and the religious institution in Algeria: a socio-historical approach
D611, العنف في الوسط الحضري ,urban violence
D612, العادات الإجتماعية و التقاليد في الوسط الحضري بين التقليد و الحداثة مقاربة سوسيو-   أنثربولوجية لعادات الزواج و الختان مدينتي وهران وندرومة نموذجا ,"Social customs and traditions in the urban environment between tradition and modernity: a socio-anthropological approach to the customs of marriage and circumcision, the cities of Oran and Ndroma as a model"
D613," اثر الصيرفة الإلكترونية على السياسة النقدية ، دراسة مقارنة الجزائر فرنسا ","The impact of electronic banking on monetary policy, a comparative study of Algeria and France"
D614," الأسواق المالية ودورها في تنشيط إستراتيجية الخصخصة . "" دراسة لواقع التجربة   المغربية "" ",Financial markets and their role in activating the privatization strategy. A study of the reality of the Moroccan experience
D615, دور الهندسة المالية في تطوير الصناعة المالية إلاسلامية دراسة حالة ماليزيا و السودان ,"The role of financial engineering in the development of the Islamic financial industry, a case study of Malaysia and Sudan"
D616," اثر سياسات في جذب الاستثمار الاجنبي المباشر في الدول العربية - دراسة مقارنة :   الجزائر، مصر والسعودية ","The impact of policies on attracting foreign direct investment in the Arab countries - a comparative study: Algeria, Egypt and Saudi Arabia"
D617, مساهمة نحو تفعيل دور الوقف النقدي في التنمية - دراسة حالة بعض البلدان الإسلامية ,A contribution towards activating the role of the monetary endowment in development - a case study of some Islamic countries -
D618, دور التكامل الإقتصادي في تفعيل الإستثمار الأجنبي المباشر دراسة حالة دول مجلس   التعاون الخليجي ,"The role of economic integration in activating foreign direct investment, a case study of the countries of the Gulf Cooperation Council"
D619," تداعيات أزمة منطقة اليورو على الشراكة اورومتوسطية ، دراسة حالة الجزائر ","The repercussions of the eurozone crisis on the Euro-Mediterranean partnership, a case study of Algeria"
D620, دور السياسة الإقتصادية في جذب الإستثمار الأجنبي المباشر - دراسة حالة اليمن ,The role of economic policy in attracting foreign direct investment - a case study of Yemen
D621, اثر الاسواق المالية الناشئة على استقرار اسعار الصرف في الدول العربية ,The impact of emerging financial markets on the stability of exchange rates in Arab countries
D622, ترشيـــــد الإنفاق العـــام ودوره في علاج عجز الموازنة العامة في الاقتصاد الإسلامي ,Rationalizing public spending and its role in treating the public budget deficit in the Islamic economy
D623, اثر البنوك الاجنبية على اداء المنظومة المصرفية الوطنية -دراسة حالة الجزائر ,The impact of foreign banks on the performance of the national banking system - a case study of Algeria 2004-2012
D624, دور التمويل الاسلامي في حماية البيئة وتحقيق التنمية المستدامة ,The role of Islamic finance in protecting the environment and achieving sustainable development
D625, استخدام الاساليب الكمية في ادارة موارد المشروع ,The use of quantitative methods in managing project resources
D626, مزيج من العوامل التآزرية المختلفة مع الحمض كابريكي في استخراج المعادن الانتقالية ,Combination of various synergistic agents with acid capric in the extraction of transition metals
D627, دراسة النشاط المضاد للأكسدة لمادة البوليفينول المستخلصة من نبات الباذنجان عن   طريق التقنيات الكهروكيميائية ,Study of the antioxidant activity of polyphenols extracted from Solanum melongena by electrochemical techniques
D628, تحليل علاقات الخصائص الإنشائية لمشتقات السيفالوسبورين والأوكسازول ,Analysis of structural property relationships for cephalosporin and oxazole derivatives
D629, دراسة نظرية للخصائص الفيزيائية والكيميائية في الدورات غير المتجانسة ذات   الأهمية الصيدلانية ,Theoretical study of physicochemical properties in heterocycles of pharmaceutical interest
D630, دراسة عن طريق النمذجة الجزيئية لعلاقات التركيب والخصائص لبعض السلاسل   الحلقية غير المتجانسة. ,Study by molecular modeling of the structure-property relationships of some bioactive heterocyclic series.
D631, نهج جديد للعلاقات بين الهياكل والأنشطة في جزيئات المضادات الحيوية ,New approach to the relationships between structures and activities in antibiotic molecules.
D632, توليف وخصائص الأكاسيد المختلطة على أساس اللانثانوم والألمنيوم والنيكل ,"Synthesis and properties of mixed oxides based on Lanthanum, Aluminum and Nickel"
